,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
8,"Strawberries, raw, 200 g",64,15  85,1  7,1  8,10,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-22
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Oreo Thins - Biscuit, 4 biscuits (24g)",118,17  58,5  38,1  4,10,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-23
1,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-23
2,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-23
3,"Eggs - Whole, raw, 3 medium",194,1  2,13  63,17  35,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-23
4,"Apples - Raw, with skin, 200 g",104,28  96,0  3,1  1,21,5,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-23
5,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-23
6,"chicken thigh cooked, 200 serving(s)",346,0  0,12  32,56  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-23
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Apples - Raw, with skin, 200 g",104,28  96,0  3,1  1,21,5,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
1,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
2,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
3,"Blueberries, 200 g",114,29  91,1  5,1  4,20,5,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
4,"chicken thigh cooked, 200 serving(s)",346,0  0,12  32,56  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
5,"Watermelon, raw, 500 g",150,38  89,1  4,3  7,31,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
6,"My Protein - Impact Whey Salted Caramel, 25 g",101,1  5,2  16,20  79,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
7,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
8,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
9,"Strawberries, raw, 200 g",64,15  85,1  7,1  8,10,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
10,"Biotiful Dairy - Chocolate frozen kefir, 60 g",375,35  40,16  41,17  19,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
11,"hula hoops - hula hoop crisps, 2 bag",244,30  50,12  47,2  3,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-24
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-25
1,"chicken thigh cooked, 200 serving(s)",346,0  0,12  32,56  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-25
2,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-25
3,"indi grand - Garlic & Coriander Naan Bread, 100 gram",255,47  76,3  12,8  12,0,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-25
4,"Watermelon, raw, 500 g",150,38  89,1  4,3  7,31,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-25
5,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-25
6,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-25
7,"Strawberries, raw, 200 g",64,15  85,1  7,1  8,10,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-25
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
1,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
2,"Watermelon, raw, 500 g",150,38  89,1  4,3  7,31,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
3,"chicken thigh cooked, 200 serving(s)",346,0  0,12  32,56  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
4,"Tesco - Brioche Burger Bun, 50 g",137,22  66,3  19,5  15,3,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
5,"Sunpat - Smooth Peanut Butter 454grams, 20 g",122,3  10,10  73,5  17,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
6,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
7,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
8,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
9,"Strawberries, raw, 200 g",64,15  85,1  7,1  8,10,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
10,"Nature Valley bars - Granola Bar, 1 bar",190,29  62,6  29,4  9,12,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-26
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Eggs - Whole, raw, 3 medium",194,1  2,13  63,17  35,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-27
1,"Tesco - Brioche Burger Bun, 150 g",410,65  66,9  19,15  15,10,5,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-27
2,"chicken thigh cooked, 200 serving(s)",346,0  0,12  32,56  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-27
3,"Carbs - Carbs and Carbs, 25 g",100,25  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-27
4,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-27
5,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-27
6,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-27
7,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-27
8,"Strawberries, raw, 200 g",64,15  85,1  7,1  8,10,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-27
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Carbs - Carbs and Carbs, 25 g",100,25  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-28
1,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-28
2,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-28
3,"oreo ice cream - oreo, 100 gram",244,30  49,13  46,4  5,22,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-28
4,"chicken thigh cooked, 200 serving(s)",346,0  0,12  32,56  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-28
5,"hula hoops - hula hoop crisps, 2 bag",244,30  50,12  47,2  3,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-28
6,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-28
7,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-28
8,"Strawberries, raw, 200 g",64,15  85,1  7,1  8,10,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-28
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Galaxy Cookie - Cookie, 69 g",315,45  57,13  37,4  6,32,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-29
1,"The Cheese Emporium - Mature Lighter Cheese, 45 g",144,1  3,10  63,12  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-29
2,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-29
3,"Carbs - Carbs and Carbs, 50 g",200,50  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-29
4,"Asda - Mini Ring Donuts, 4 donuts",198,27  54,9  40,3  6,14,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-29
5,"chicken thigh cooked, 200 serving(s)",346,0  0,12  32,56  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-29
6,"Oreo Thins - Biscuit, 6 biscuits (24g)",177,26  58,8  38,2  4,14,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-29
7,"My Protein - Impact Whey Salted Caramel, 25 g",101,1  5,2  16,20  79,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-29
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Kind - Almond Bar, 1 bar",190,15  29,12  52,10  19,8,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-30
1,"Oreo Thins - Biscuit, 6 biscuits (24g)",177,26  58,8  38,2  4,14,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-30
2,"Galaxy Cookie - Cookie, 46 g",210,30  57,9  37,3  6,22,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-30
3,"chicken thigh cooked, 200 serving(s)",346,0  0,12  32,56  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-30
4,"Carbs - Carbs and Carbs, 50 g",200,50  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-30
5,"chicken thigh cooked, 100 serving(s)",173,0  0,6  32,28  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-30
6,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-30
7,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-30
8,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-30
9,"Strawberries, raw, 200 g",64,15  85,1  7,1  8,10,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-30
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Kind - Almond Bar, 1 bar",190,15  29,12  52,10  19,8,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
1,"Oreo Thins - Biscuit, 6 biscuits (24g)",177,26  58,8  38,2  4,14,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
2,"Kind - Almond Bar, 1 bar",190,15  29,12  52,10  19,8,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
3,"Eggs - Whole, raw, 3 medium",194,1  2,13  63,17  35,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
4,"Carbs - Carbs and Carbs, 50 g",200,50  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
5,"The Cheese Emporium - Mature Lighter Cheese, 30 g",96,1  3,7  63,8  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
6,"Apples - Raw, with skin, 200 g",104,28  96,0  3,1  1,21,5,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
7,"chicken thigh cooked, 150 serving(s)",259,0  0,9  32,42  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
8,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
9,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
10,"Strawberries, raw, 200 g",64,15  85,1  7,1  8,10,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
11,"ASDA Extra Special - Espresso Dark Chocolate, 3 Squares",169,15  36,11  60,2  4,14,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-08-31
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Kind - Almond Bar, 1 bar",190,15  29,12  52,10  19,8,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
1,"Oreo Thins - Biscuit, 6 biscuits (24g)",177,26  58,8  38,2  4,14,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
2,"chicken thigh cooked, 150 serving(s)",259,0  0,9  32,42  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
3,"Oreo Thins - Biscuit, 4 biscuits (24g)",118,17  58,5  38,1  4,10,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
4,"Watermelon, raw, 500 g",150,38  89,1  4,3  7,31,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
5,"chicken thigh cooked, 150 serving(s)",259,0  0,9  32,42  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
6,"Kind - Almond Bar, 1 bar",190,15  29,12  52,10  19,8,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
7,"Oreo Thins - Biscuit, 4 biscuits (24g)",118,17  58,5  38,1  4,10,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
8,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
9,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
10,"Strawberries, raw, 200 g",64,15  85,1  7,1  8,10,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-01
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Kind - Almond Bar, 1 bar",190,15  29,12  52,10  19,8,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-02
1,"Oreo Thins - Biscuit, 6 biscuits (24g)",177,26  58,8  38,2  4,14,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-02
2,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-02
3,"chicken thigh cooked, 150 serving(s)",259,0  0,9  32,42  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-02
4,"Watermelon, raw, 500 g",150,38  89,1  4,3  7,31,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-02
5,"chicken thigh cooked, 150 serving(s)",259,0  0,9  32,42  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-02
6,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-02
7,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-02
8,"Blueberries, 150 g",86,22  91,0  5,1  4,15,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-02
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Kind - Almond Bar, 1 bar",190,15  29,12  52,10  19,8,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
1,"Oreo Thins - Biscuit, 6 biscuits (24g)",177,26  58,8  38,2  4,14,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
2,"Avocado, 0.5 medium",120,6  20,11  76,2  4,0,5,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
3,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
4,"Franz - Sesame Buns, 1 Bun",200,36  71,4  15,7  14,5,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
5,"chicken thigh cooked, 100 serving(s)",173,0  0,6  32,28  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
6,"chicken thigh cooked, 150 serving(s)",259,0  0,9  32,42  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
7,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
8,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
9,"Blueberries, 150 g",86,22  91,0  5,1  4,15,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
10,"Carbs - Carbs and Carbs, 50 g",200,50  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
11,"Oreo Thins - Biscuit, 6 biscuits (24g)",177,26  58,8  38,2  4,14,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-03
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"The Cheese Emporium - Mature Lighter Cheese, 30 g",96,1  3,7  63,8  34,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-04
1,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-04
2,"Oreo Thins - Biscuit, 6 biscuits (24g)",177,26  58,8  38,2  4,14,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-04
3,"Jam - Jam (10g), 20 g",48,12  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-04
4,"Avocado, 0.5 medium",120,6  20,11  76,2  4,0,5,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-04
5,"Hovis - 50/50 Bread, 2 slice",182,32  75,1  6,8  19,3,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-04
6,"Eggs - Whole, raw, 4 medium",259,1  2,17  63,22  35,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-04
7,"Tesco Frozen Pitted Sweet Cherries - Pitted Sweet Cherries, 200 grams",132,28  90,0  3,2  7,26,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-04
8,"Blueberries, 150 g",86,22  91,0  5,1  4,15,4,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-04
9,"My Protein - Impact Whey Salted Caramel, 50 g",202,2  5,4  16,40  79,2,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-04
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Hovis - 50/50 Bread, 3 slice",273,48  75,2  6,12  19,4,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-05
1,"Oreo Thins - Biscuit, 6 biscuits (24g)",177,26  58,8  38,2  4,14,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-05
2,"Tesco - Brioche Burger Bun, 150 g",410,65  66,9  19,15  15,10,5,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-05
3,"Carbs - Carbs and Carbs, 50 g",200,50  100,0  0,0  0,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-05
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Hovis - 50/50 Bread, 3 slice",273,48  75,2  6,12  19,4,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-06
1,"indi grand - Garlic & Coriander Naan Bread, 100 gram",255,47  76,3  12,8  12,0,3,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-06
2,"chicken thigh cooked, 170 serving(s)",294,0  0,10  32,48  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-06
3,"hula hoops - hula hoop crisps, 1.5 bag",183,23  50,9  47,1  3,1,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-06
4,"Watermelon, raw, 500 g",150,38  89,1  4,3  7,31,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-06
5,"chicken thigh cooked, 170 serving(s)",294,0  0,10  32,48  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-06
6,"oreo ice cream - oreo, 120 gram",293,36  49,15  46,4  5,27,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-06
7,"Hovis - 50/50 Bread, 3 slice",273,48  75,2  6,12  19,4,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-06
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Hovis - 50/50 Bread, 3 slice",273,48  75,2  6,12  19,4,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-07
1,"chicken thigh cooked, 170 serving(s)",294,0  0,10  32,48  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-07
2,"oreo ice cream - oreo, 100 gram",244,30  49,13  46,4  5,22,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-07
3,"Watermelon, raw, 500 g",150,38  89,1  4,3  7,31,2,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-07
4,"chicken thigh cooked, 200 serving(s)",346,0  0,12  32,56  68,0,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-07
5,"Blueberries, 300 g",171,43  91,1  5,2  4,30,7,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-07
6,"My Protein - Impact Whey Salted Caramel, 25 g",101,1  5,2  16,20  79,1,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-07
7,"oreo ice cream - oreo, 100 gram",244,30  49,13  46,4  5,22,0,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-07
,food,calories_kcal,carbs_g,fat_g,protein_g,sugar_g,fiber_g,goal_food,goal_calories_kcal,goal_carbs_g,goal_fat_g,goal_protein_g,goal_sugar_g,goal_fiber_g,date
0,"Galaxy Cookie - Cookie, 46 g",210,30  57,9  37,3  6,22,1,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-08
1,"Hovis - 50/50 Bread, 3 slice",273,48  75,2  6,12  19,4,6,Your Daily Goal,1800,180  40,50  25,158  35,99,38,2021-09-08
